Image,Segmentation,Transcription,Threshold
a04-103-03.png,ok,"prevention of nuclear war. ""A rapidly",182
a04-103-04.png,ok,growing body of opinion in this country,182
a04-103-05.png,ok,believes that Britain could be more effective,182
a04-103-06.png,ok,in preventing a nuclear war as a neutral,182
a04-103-07.png,ok,by helping to suggest agreements which could,182
a04-103-08.png,ok,"be accepted by both East and West.""",182
a05-000-00.png,ok,"THE next White Paper on defence, to",169
a05-000-01.png,ok,"be published in March, is likely to",171
a05-000-02.png,ok,contain a five-year plan for the three,170
a05-000-03.png,ok,Services. Its aim will be to produce superbly,171
a05-000-04.png,ok,"equipped, all-Regular forces of",171
a05-000-05.png,ok,"about 400,000 men. The three Services",168
a05-000-06.png,ok,"would be ""integrated"" to a greater",170
a05-000-07.png,ok,extent than ever before.,172
a05-004-00.png,ok,"Short of wearing the same uniform, which is",189
a05-004-01.png,ok,"not contemplated, the Navy, Army and Royal",187
a05-004-02.png,ok,"Air Force would become, for practical purposes,",187
a05-004-03.png,ok,a single defence force. There would be,187
a05-004-04.png,ok,complete co-operation at all levels in training,183
a05-004-05.png,ok,and operations. This would apply also in the,184
a05-004-06.png,ok,command structure and central administrative,183
a05-004-07.png,err,"organisation. Mr. Watkinson, Minister of Defence,",184
a05-004-08.png,ok,"has been working on the plan for some months,",184
a05-004-09.png,err,with the Prime Minister's approval.,182
a05-009-00.png,ok,He has had numerous meetings with the Service,188
a05-009-01.png,ok,Ministers. He has also had talks with the Earl,188
a05-009-02.png,ok,"of Home, Foreign Secretary, and with other",188
a05-009-03.png,ok,Ministers concerned with overseas aspects,189
a05-009-04.png,ok,of defence policy. Details of the scheme,189
a05-009-05.png,ok,are now being worked out by the Chiefs,187
a05-009-06.png,ok,"of Staff, a process that may take four",186
a05-009-07.png,ok,or five months.,188
a05-013-00.png,err,The scheme will be subject to Cabinet,176
a05-013-01.png,ok,approval. Mr. Watkinson remains con-,176
a05-013-02.png,ok,vinced that the policy initiated in,175
a05-013-03.png,err,"1957, in Mr. Sandys's time as Minister",176
a05-013-04.png,err,"of Defence, is still correct. This was to",175
a05-013-05.png,ok,return to the tradition of all-Regular,173
a05-013-06.png,ok,"voluntary forces, with the last National",172
a05-013-07.png,ok,Serviceman out of uniform by the end,176
a05-013-08.png,ok,of 1962.,171
a05-017-00.png,ok,The Minister regards the recent trend,179
a05-017-01.png,ok,of recruiting figures as encouraging.,176
a05-017-02.png,ok,He is confident the aim can be achieved.,179
a05-017-03.png,ok,While the possibility of an eventual return,175
a05-017-04.png,ok,to National Service in some form,176
a05-017-05.png,ok,"cannot be entirely discounted, he does",173
a05-017-06.png,ok,not agree that the point has been reached,173
a05-017-07.png,err,where this need even be considered. If,175
a05-017-08.png,ok,"National Service is ever resorted to,",172
a05-017-09.png,ok,engagement would probably have to be for,173
a05-017-10.png,ok,three years.,173
a05-022-00.png,ok,It is thought this would be the minimum,174
a05-022-01.png,ok,necessary for the extended training modern,177
a05-022-02.png,ok,arms require and to enable each man to,176
a05-022-03.png,ok,serve at least a year overseas. There is,176
a05-022-04.png,ok,no truth in suggestions that Mr. Watkinson,174
a05-022-05.png,ok,is at odds with the Service chiefs over,174
a05-022-06.png,ok,the decision to dispense with National,177
a05-022-07.png,ok,"Service, or over any other aspect of",176
a05-022-08.png,ok,defence policy.,176
a05-025-00.png,ok,Criticisms about Army manpower appear,174
a05-025-01.png,ok,to have come mainly from retired officers,176
a05-025-02.png,err,who have held high positions but,173
a05-025-03.png,ok,are out of touch with the existing situation.,175
a05-025-04.png,ok,Mr. Watkinson has had the utmost support,174
a05-025-05.png,ok,"from the C.I.G.S., Field-Marshal Sir",174
a05-025-06.png,ok,"Francis Festing, who believes completely",174
a05-025-07.png,ok,in the principle of an all-Regular army.,172
a05-025-08.png,ok,"Gen. Sir Richard Hull, who is to succeed",173
a05-025-09.png,ok,"Sir Francis, is equally convinced Mr.",172
a05-025-10.png,ok,Watkinson is right.,170
a05-029-00.png,ok,Sir Francis is to hand over to Sir Richard,177
a05-029-01.png,ok,"as from Nov. 1. The hand-over, due in",177
a05-029-02.png,ok,"September, was delayed because of the",180
a05-029-03.png,ok,Berlin crisis. Mr. Watkinson and his advisers,176
a05-029-04.png,ok,felt the change would be unwise at a,178
a05-029-05.png,ok,moment # when attention had to be,176
a05-029-06.png,ok,concentrated on possible need for important,176
a05-029-07.png,ok,military operations. For this reason Sir,176
a05-029-08.png,ok,"Francis stayed on, and # sacrificed",172
a05-029-09.png,ok,his leave.,171
a05-039-00.png,err,There was a computed 8.4 per cent. swing,178
a05-039-01.png,ok,"towards the Nationalist party of Dr. Verwoerd,",177
a05-039-02.png,ok,the Prime Minister. This implies the dis-,177
a05-039-03.png,ok,appearance of the Progressive party from,177
a05-039-04.png,err,the House. Early results in yesterday's,179
a05-039-05.png,ok,general election showed Nationalists being,178
a05-039-06.png,ok,"returned in their strongholds, like Bloem-",175
a05-039-07.png,ok,"fontein and the Transvaal, with slightly",175
a05-039-08.png,ok,"increased majorities. In the Cape, the",176
a05-039-09.png,err,"veteran United Party politician, Mr. Harry",174
a05-039-10.png,ok,"Lawrence, standing as a Progressive, was",174
a05-044-00.png,ok,The defeat of the leader of the,180
a05-044-01.png,ok,"Progressive party, Dr. Steytler, in Port",179
a05-044-02.png,ok,"Elizabeth South, announced immediately",181
a05-044-03.png,ok,"afterwards by the United party candidate,",181
a05-044-04.png,ok,"Mr. Plewman, left the Progressives deprived",177
a05-044-05.png,err,of both their chief figures. Dr. Verwoerd and,175
a05-044-06.png,ok,"the Leader of the Opposition, Sir de",176
a05-044-07.png,ok,"Villiers Graaff, have been returned unopposed.",174
a05-044-08.png,ok,The contests were for 86 seats as 70,173
a05-044-09.png,ok,Nationalists and 20 United party candi-,174
a05-044-10.png,ok,dates are unopposed.,172
a05-048-00.png,ok,Long before polling closed at 8 p.m. it was,175
a05-048-01.png,ok,evident that voters were bored by the,180
a05-048-02.png,ok,Government's frequent appeals to the electorate.,177
a05-048-03.png,ok,The election was the fourth in four years.,177
a05-048-04.png,ok,In most constituencies it may go down as,173
a05-048-05.png,ok,the most apathetic in the country's history.,175
a05-048-06.png,ok,THE Prime Minister disclosed in the Commons,173
a05-048-07.png,ok,last night that he had considered early,173
a05-048-08.png,ok,in the Parliamentary recess whether to,175
a05-048-09.png,ok,mobilise reserves necessary to bring the,173
a05-048-10.png,ok,British Army of the Rhine on to a war footing.,170
a05-053-00.png,ok,He decided that it would be a great error,179
a05-053-01.png,err,to do so and to recall Parliament. But,178
a05-053-02.png,ok,there would be no hesitation in mobilising,179
a05-053-03.png,ok,if a further deterioration in the situation,177
a05-053-04.png,ok,warranted such a step. It would have to be,175
a05-053-05.png,ok,"accompanied by other measures of a military,",173
a05-053-06.png,ok,"economic and political kind. Mr. Macmillan,",176
a05-053-07.png,ok,who was winding up the foreign affairs,176
a05-053-08.png,ok,"debate, said the Government could not",177
a05-053-09.png,ok,be party to accepting as a matter of,177
a05-053-10.png,ok,principle the imposed division of Germany.,177
a05-058-00.png,ok,"""We must not be rattled into surrender,",181
a05-058-01.png,ok,but we must not - and I am not - be,182
a05-058-02.png,ok,"afraid of negotiation."" Mr. Godber,",183
a05-058-03.png,ok,"Minister of State, Foreign Office, said",183
a05-058-04.png,ok,earlier that the Government had asked,184
a05-058-05.png,ok,the Medical Research Council to reassess,181
a05-058-06.png,ok,the fall-out position in view of the Russian,181
a05-058-07.png,ok,tests. The Council's findings would be,183
a05-058-08.png,ok,made public.,180
a05-062-00.png,ok,With a vigour and authority which delighted,176
a05-062-01.png,err,"old Parliamentary friends and foes alike,",178
a05-062-02.png,ok,"the Earl of Avon, the former Sir Anthony",176
a05-062-03.png,err,"Eden, in his maiden speech in the House",179
a05-062-04.png,err,"of Lords last night, gave a warning",174
a05-062-05.png,ok,that # appeasement over Berlin could,169
a05-062-06.png,ok,"only lead to war. To stand firm, he",169
a05-062-07.png,err,"declared, was not to invite war, but",170
a05-062-08.png,ok,the surest way to avert it.,167
a05-069-00.png,ok,It was the end of a rather curious,173
a05-069-01.png,ok,speech in which Mr. Macmillan wound up,173
a05-069-02.png,ok,the two-day debate on foreign affairs.,174
a05-069-03.png,ok,"He began in a low, almost chatty mono-",175
a05-069-04.png,ok,"tone, and his voice never rose to any",177
a05-069-05.png,ok,accent of urgency. He passed in rapid,175
a05-069-06.png,err,review the United Nations Secretariat;,175
a05-069-07.png,ok,nuclear tests; the canard about British,175
a05-069-08.png,ok,interference with the United Nations,176
a05-069-09.png,ok,in the Congo; Kuwait; and South-East,173
a05-069-10.png,ok,Asia.,174
a05-073-00.png,ok,He spent most of his short half-hour on,176
a05-073-01.png,ok,Berlin. He deplored the possibility of,176
a05-073-02.png,ok,"some ""new myth"" about betrayal of Germany",178
a05-073-03.png,err,"by the Allies. ""We do not,"" he said, ""really",176
a05-073-04.png,ok,"know what the Russians want."" But he was",176
a05-073-05.png,ok,certain that they wanted to establish a,174
a05-073-06.png,ok,final and irrevocable division of Germany.,177
a05-073-07.png,ok,Britain could not be a party to an imposed,175
a05-073-08.png,ok,"division. But negotiation, as the debate had",175
a05-073-09.png,ok,"shown, could be undertaken on a variety",176
a05-073-10.png,err,of bases.,178
a05-080-00.png,ok,Mr. Macmillan explained that he had deliber-,179
a05-080-01.png,ok,ately refrained during the summer from,184
a05-080-02.png,ok,recalling Parliament or ordering mobilisation,183
a05-080-03.png,ok,"by proclamation, such as would be",182
a05-080-04.png,err,necessary to bring the British Army of the Rhine,179
a05-080-05.png,ok,on to a fully active footing. That,175
a05-080-06.png,ok,would have created a thoroughly unde-,179
a05-080-07.png,ok,sirable atmosphere of panic. He thought,178
a05-080-08.png,ok,that the situation was rather more,176
a05-080-09.png,ok,hopeful.,174
a05-084-00.png,ok,The Russians now realised its seriousness. The,182
a05-084-01.png,ok,French doubts were more about procedure,184
a05-084-02.png,ok,than about substance. The Prime Minister's,184
a05-084-03.png,ok,attitude of studied calm brought down the,182
a05-084-04.png,ok,"temperature of the debate, which never",184
a05-084-05.png,ok,"at any time rose to fever pitch, to a",179
a05-084-06.png,ok,remarkable degree of sub-normality.,181
a05-084-07.png,ok,Throughout Mr. Macmillan's speech the Earl,180
a05-084-08.png,ok,"of Home, Foreign Secretary, was listening",179
a05-084-09.png,ok,in the Peers' Gallery.,178
a05-089-00.png,ok,The early speakers in the debate each,186
a05-089-01.png,ok,severely rated the speech of his predecessor.,185
a05-089-02.png,ok,These strictures were all too well justified.,183
a05-089-03.png,ok,We started with the plaintive wailings,183
a05-089-04.png,ok,"of Mr. Healey, ""Shadow"" Foreign Secretary,",183
a05-089-05.png,ok,"described by Mr. Godber, Minister of",181
a05-089-06.png,ok,"State, Foreign Office, as ""pedantic and",180
a05-089-07.png,ok,"obscure on Berlin, damaging and obscure",183
a05-089-08.png,err,"on the Congo."" In turn, Mr. Godber was",181
a05-089-09.png,ok,"censured by Mr. Shinwell, former Labour",180
a05-089-10.png,ok,"Defence Minister, for having read the",182
a05-094-00.png,ok,The trouble about such debates is that,185
a05-094-01.png,ok,they range too widely. They remind one of,185
a05-094-02.png,ok,"the Rugby match in ""Tom Brown's Schooldays,""",184
a05-094-03.png,ok,in which all the boys were welcome to,184
a05-094-04.png,ok,"take part, and only those who ""really meant",183
a05-094-05.png,ok,"business"" removed their jackets. Not many",181
a05-094-06.png,ok,metaphorical braces were visible in the,181
a05-094-07.png,err,early stages of to-night's debate. Mr.,182
a05-094-08.png,ok,Healey had another tilt at the Prime Minister's,182
a05-094-09.png,ok,"golf-course Press conference, which he",182
a05-094-10.png,ok,"described as ""a display of flabby and",181
a05-099-00.png,ok,A reference to the reunification of Germany,187
a05-099-01.png,ok,"brought a bark of ""Start another war!""",188
a05-099-02.png,ok,"from Mr. Ellis Smith (Lab., Stoke on Trent S.).",185
a05-099-03.png,ok,Then Mr. Healey launched out on his pet,187
a05-099-04.png,ok,theme of limitation of armaments in Europe.,187
a05-099-05.png,ok,"This could, he suggested, be linked with",183
a05-099-06.png,ok,prohibition of the production of atomic,183
a05-099-07.png,ok,weapons in any part of Europe. Inspection,182
a05-099-08.png,ok,and control would be much easier to,183
a05-099-09.png,err,establish in these territories.,179
a05-104-00.png,ok,Mr. Healey denounced the Government for,187
a05-104-01.png,ok,using double standards. Ministers had,187
a05-104-02.png,ok,rebuked the unaligned nations for not,188
a05-104-03.png,err,"condemning the new Russian tests, but",188
a05-104-04.png,ok,they themselves had no condemnation for,185
a05-104-05.png,ok,events in Angola or Algeria. It was not for,180
a05-104-06.png,ok,"the Government, said Mr. Healey, to",181
a05-104-07.png,ok,"take up moral attitudes, ""especially when",178
a05-104-08.png,ok,the temple of their religion is the,181
a05-104-09.png,ok,"bingo-parlour.""",179
a05-108-00.png,ok,This puzzled such students of comparative,185
a05-108-01.png,ok,religion as had failed to detect this cult.,185
a05-108-02.png,ok,But Mr. Healey had a partial and,185
a05-108-03.png,ok,limited success. He rallied behind him,184
a05-108-04.png,err,the Left-wing opinion so coolly snubbed last,183
a05-108-05.png,ok,"night by his leader, Mr. Gaitskell. Mr.",182
a05-108-06.png,ok,Godber's performance merited all the mild,182
a05-108-07.png,ok,scorn heaped on it by Mr. Shinwell.,182
a05-113-00.png,ok,"True, he did tell the House that the",184
a05-113-01.png,ok,Government had asked the Medical Research,186
a05-113-02.png,ok,Council to reassess the fall-out position in,186
a05-113-03.png,err,"view of the Russian tests, and said that",185
a05-113-04.png,ok,the council's findings would be published.,184
a05-113-05.png,ok,He was not so happy in his defence of,182
a05-113-06.png,ok,the Government's failure to condemn,185
a05-113-07.png,ok,France for her nuclear tests in the,184
a05-113-08.png,ok,Sahara on the grounds that they were,185
a05-113-09.png,ok,only little ones.,184
a05-116-00.png,ok,This was too reminiscent of the nursemaid,185
a05-116-01.png,ok,and her illegitimate baby. For the most,188
a05-116-02.png,ok,"part, Mr. Godber muttered his way",186
a05-116-03.png,ok,through a cliche-ridden Foreign Office,186
a05-116-04.png,ok,"brief. He resembles the elephant seal, an",186
a05-116-05.png,ok,# otherwise endearing creature whose,182
a05-116-06.png,ok,"articulation is limited, we are told, to a",180
a05-116-07.png,ok,series of heavy sighs. Sir Lynn Ungoed-,183
a05-116-08.png,err,"Thomas, M.P. for Leicester N.E., a former",181
a05-116-09.png,err,"Labour Solicitor-General, and Mrs. Barbara",183
a05-121-00.png,err,"It was signed by 60 Labour M.P.s, many",172
a05-121-01.png,ok,of them Left-wing # sympathisers.,172
a05-121-02.png,ok,"It condemned ""the pollution of the world's",173
a05-121-03.png,ok,"atmosphere as a crime against humanity.""",175
a05-121-04.png,ok,A personal letter of protest against the,175
a05-121-05.png,ok,"tests from Canon Collins, chairman",174
a05-121-06.png,ok,of the Campaign for Nuclear,174
a05-121-07.png,ok,"Disarmament, addressed to Mr.",174
a05-121-08.png,ok,"# Khruschev, was also taken to the",171
a05-121-09.png,ok,Russian Embassy.,177
a05-125-00.png,ok,A POLITICAL CORRESPONDENT writes: Ban-the-,169
a05-125-01.png,ok,bomb demonstrators thronged the Central,171
a05-125-02.png,ok,Lobby of the House of Commons last,171
a05-125-03.png,ok,night and formed a queue stretching,170
a05-125-04.png,ok,for more than 200 yards outside,172
a05-125-05.png,ok,"in Old Palace Yard. About 2,000",166
a05-125-06.png,ok,lobbied M.P.s and harangued them,167
a05-125-07.png,ok,on disarmament.,173
a06-000-00.png,ok,MR SELWYN LLOYD may speed up his plans,187
a06-000-01.png,ok,to catch speculators in shares and property.,186
a06-000-02.png,ok,The first hint of the Chancellor bowing to,187
a06-000-03.png,ok,"public opinion over his ""July Budget"" came",188
a06-000-04.png,ok,dramatically in the Commons yesterday. Mr,185
a06-000-05.png,ok,Lloyd said on # Tuesday that he proposed,187
a06-000-06.png,ok,to deal in his next regular Budget with,186
a06-000-07.png,ok,some profits which now escape tax.,185
a06-004-00.png,ok,"Sir Edward Boyle, Financial Secretary",184
a06-004-01.png,ok,"to the Treasury, said yesterday that the",187
a06-004-02.png,ok,Government does not like retrospective legislation.,185
a06-004-03.png,ok,He went on to describe the kind of,187
a06-004-04.png,ok,people the Chancellor hopes to tax. These,186
a06-004-05.png,ok,are people buying and selling shares within,183
a06-004-06.png,ok,"a short period, those ""stagging"" on a new issue",183
a06-004-07.png,ok,and property dealers who form a chain of,185
a06-004-08.png,ok,companies and put one property deal through,183
a06-004-09.png,ok,each.,179
a06-008-00.png,err,"Mr. Harold Wilson, Shadow Chancellor, jumped up to",182
a06-008-01.png,ok,offer the Government an easy passage for such,182
a06-008-02.png,ok,"legislation. ""Why don't you make proposals to legislate",183
a06-008-03.png,err,"in the autumn?"" Mr. Wilson asked. ""We wouldn't call",182
a06-008-04.png,ok,it an Autumn Budget. You can call it a Taxation,182
a06-008-05.png,ok,"Management Bill, if you like."" While Mr. Wilson",182
a06-008-06.png,ok,"was speaking, the Prime Minister and Mr. Lloyd",182
a06-008-07.png,ok,had a whispered conversation.,182
a06-014-00.png,ok,They nodded at each other and Sir Edward,163
a06-014-01.png,ok,rose to say that the Chancellor would bear,163
a06-014-02.png,err,Mr. Wilson's offer in mind. Guy Eden writes:,163
a06-014-03.png,ok,Treasury experts are already working on,160
a06-014-04.png,ok,the scheme. Profits of genuine investors,163
a06-014-05.png,ok,"in industry will not be affected, but only",160
a06-014-06.png,ok,quick in-and-out speculator deals.,160
a06-014-07.png,ok,"FRANK FOULKES, Communist president",160
a06-014-08.png,ok,"of the ETU, refused yesterday to",160
a06-014-09.png,ok,"""commit suicide"" at the TUC's",160
a06-014-10.png,ok,invitation.,156
a06-020-00.png,ok,He was announcing his executive's rejection of the ultimatum to the,182
a06-020-01.png,ok,"ETU. In reply to the call for his resignation he said: ""Our rules",182
a06-020-02.png,ok,say that if an official resigns he is not allowed to run again,182
a06-020-03.png,ok,"for three years. ""I have only 2 1/2 years to go before I retire,",182
a06-020-04.png,ok,so this is an invitation from my good friends of the TUC that,182
a06-020-05.png,ok,I should commit hara-kiri.,179
a06-025-00.png,ok,The other TUC demands: Five leading,176
a06-025-01.png,ok,Communists must not hold office for five,176
a06-025-02.png,ok,years; Sub-committees set up to strip,176
a06-025-03.png,ok,secretary John Byrne of his powers must,176
a06-025-04.png,ok,disband in ten days. These the ETU,176
a06-025-05.png,ok,"executive rejected as ""wholly unacceptable""",176
a06-025-06.png,ok,"and ""unwarranted"" interference."" But it",172
a06-025-07.png,ok,agreed to postpone operation of the sub-,172
a06-025-08.png,ok,committees.,169
a06-036-00.png,ok,"The small rocket craft, for destroying big",156
a06-036-01.png,ok,"ships, are controlled automatically, even",154
a06-036-02.png,ok,to the preparations for launching their,154
a06-036-03.png,ok,rockets. Applauding on the river banks at,154
a06-036-04.png,ok,Leningrad were thousands now told that in,154
a06-036-05.png,ok,"20 years they will have free food, housing, light,",152
a06-036-06.png,ok,"heat, transport and medical treatment - all",152
a06-036-07.png,ok,for a working week of 34 to 36 hours.,152
a06-039-00.png,ok,"""The whole naval might of the Soviet",191
a06-039-01.png,ok,Union can be seen here - a truly inspiring,188
a06-039-02.png,ok,"and proud sight,"" said Moscow radio's",188
a06-039-03.png,ok,commentator. The parade was reviewed by,186
a06-039-04.png,ok,"Marshal Andrei Grechko, commanding the",183
a06-039-05.png,ok,forces of the Warsaw Pact countries -,185
a06-039-06.png,err,"the Communist ""Nato."" He said rocket-",184
a06-039-07.png,ok,carrying atomic submarines now formed,183
a06-039-08.png,err,the basis of the Soviet Navy. MR.,176
a06-039-09.png,ok,MACMILLAN'S announcement in the,176
a06-039-10.png,err,Commons of his momentous,180
a06-044-00.png,err,"Mr. Anthony Fell (Yarmouth) called the decision ""shocking""",162
a06-044-01.png,ok,"and added: ""It is the most disastrous thing any Prime",165
a06-044-02.png,ok,"Minister has done for many, many generations."" He",162
a06-044-03.png,ok,"concluded: ""The best service the Prime Minister can do",165
a06-044-04.png,ok,"would be to resign."" The outburst shocked MPs of",165
a06-044-05.png,ok,all parties. Even close friends were signalling Mr. Fell,162
a06-044-06.png,ok,to stop.,162
a06-051-00.png,ok,"There were loud cries of ""shame"" from",150
a06-051-01.png,ok,all parts of the Conservative side. Mr.,150
a06-051-02.png,ok,Fell appeared to be in tears as he sat,148
a06-051-03.png,ok,"down. A few minutes later, Mr. Fell got up",150
a06-051-04.png,ok,and left the chamber. He returned five,148
a06-051-05.png,ok,minutes later to stand just inside the,148
a06-051-06.png,ok,doorway looking more composed. In the,148
a06-051-07.png,ok,"middle of the amazing scene, Mr. Macmillan",148
a06-051-08.png,ok,waved his hand at Mr. Fell.,145
a06-057-00.png,ok,"This seemed to infuriate Mr. Fell even more. ""I cannot be told",157
a06-057-01.png,ok,"to sit down by the Prime Minister."" Protests had been expected",153
a06-057-02.png,ok,from Tory rebels. But Mr. Fell's attack was unprecedented. He,157
a06-057-03.png,ok,"accused the Prime Minister of ""political double talk."" ""It had",157
a06-057-04.png,ok,the effect on one former supporter that he now thinks this Prime,153
a06-057-05.png,ok,"Minister is a national disaster,"" he said.",157
a06-064-00.png,err,"Most MPs agreed that Mr. Fell's attack had, if",182
a06-064-01.png,ok,"anything, rallied support to the Prime Minister.",181
a06-064-02.png,ok,"This apparently, was Mr. Macmillan's assessment.",182
a06-064-03.png,ok,He confined his reply to the observation,182
a06-064-04.png,ok,"that Mr. Fell had probably ""maximised his",182
a06-064-05.png,ok,"support."" There were no other attacks",179
a06-064-06.png,ok,of such ferocity. But there was ample,181
a06-064-07.png,ok,evidence of Conservative and Labour,181
a06-064-08.png,ok,"opposition, which will be aired in the",181
a06-064-09.png,ok,debate tomorrow and on Thursday.,181
a06-070-00.png,ok,"As Mr. Macmillan made his announcement, the",189
a06-070-01.png,ok,"House was crowded. He said: ""No # British",187
a06-070-02.png,ok,Government could join the European Economic,189
a06-070-03.png,ok,Community without prior negotiation with a view,189
a06-070-04.png,ok,"to meeting the needs of the Commonwealth countries,",185
a06-070-05.png,ok,of our European Free Trade Association partners,183
a06-070-06.png,ok,"and of British agriculture."" Near the end of a",187
a06-070-07.png,ok,"long statement, Mr. Macmillan stated the",189
a06-070-08.png,ok,Government's intention:,183
a06-075-00.png,ok,"""After long and earnest consideration, Her",157
a06-075-01.png,ok,Majesty's Government have come to the,157
a06-075-02.png,ok,conclusion that it would be right for,157
a06-075-03.png,ok,Britain to make a formal application..,157
a06-075-04.png,ok,for negotiations with a view to joining,157
a06-075-05.png,ok,"the Community."" At this point, Mr. Paul",157
a06-075-06.png,ok,"Williams (Cons., Sunderland) called out",157
a06-075-07.png,ok,"""Shame."" Mr. Williams is a close",157
a06-075-08.png,ok,associate of Mr. Fell.,157
a06-090-00.png,ok,"He claimed that, unless we were in the",191
a06-090-01.png,ok,"Common Market, we should not be able to",191
a06-090-02.png,ok,play any part in # determining its future.,191
a06-090-03.png,ok,"""We can lead better from within,"" he said.",194
a06-090-04.png,ok,Mr. Macmillan dealt with the main objection,194
a06-090-05.png,ok,"raised by Tory critics. Mr. Anthony Fell,",194
a06-090-06.png,ok,who created a scene on this point on,194
a06-090-07.png,ok,"Monday, took up a position almost hidden",194
a06-090-08.png,ok,behind the Serjeant at Arms' chair.,194
a06-095-00.png,ok,Mr. Macmillan said we could be more help,182
a06-095-01.png,ok,to the Commonwealth through the,182
a06-095-02.png,ok,strength we would gain in the Common,183
a06-095-03.png,ok,Market than by isolation. He paid,183
a06-095-04.png,ok,tribute to the development of the,187
a06-095-05.png,ok,"Common Market. ""The Community",182
a06-095-06.png,ok,(Common Market) has imparted an,187
a06-095-07.png,ok,impetus and an economic growth,183
a06-095-08.png,ok,"to The Six. Above all, it is an idea",183
a06-095-09.png,ok,"which has gripped men's minds,""",182
a06-095-10.png,ok,he said.,182
a06-100-00.png,ok,"Referring to previous negotiations, Mr. Macmillan looked towards",182
a06-100-01.png,err,"Mr. Reginald Maudling. ""These were negotiations in which the",182
a06-100-02.png,ok,"President of the Board of Trade played a conspicuous part,"" the",182
a06-100-03.png,ok,Premier said. He dismissed the idea that Britain would be,182
a06-100-04.png,ok,"swamped by cheap labour. Our industry, he said, would",182
a06-100-05.png,ok,"probably gain. ""Many people feel we have had, perhaps, too",182
a06-100-06.png,ok,"much shelter,"" he went on.",182
a06-110-00.png,ok,Conservatives protested when,176
a06-110-01.png,ok,Mr. Gaitskell said he had been,178
a06-110-02.png,ok,"told this ""by some # people",176
a06-110-03.png,ok,"of considerable authority,"" he",177
a06-110-04.png,ok,"retorted. ""I agree with the Prime",176
a06-110-05.png,ok,Minister that I do not think,175
a06-110-06.png,ok,we are necessarily bound for,175
a06-110-07.png,err,"federalism in Europe,"" he went",178
a06-110-08.png,ok,on.,171
a06-114-00.png,ok,"If we joined the Common Market, our",178
a06-114-01.png,ok,food subsidies would probably be,177
a06-114-02.png,ok,"replaced by a system of tariffs ""That",176
a06-114-03.png,ok,"will mean a rise in the cost of living.""",177
a06-114-04.png,ok,BUDGETTE or no Budgette YOU are,176
a06-114-05.png,ok,spending more as the summer holiday,174
a06-114-06.png,ok,season moves into top gear.,175
a06-114-07.png,ok,On the eve of August Bank Holiday,175
a06-114-08.png,ok,the spending spree is at a new,176
a06-114-09.png,ok,all-time peak.,173
a06-119-00.png,ok,Note circulation soared for the,182
a06-119-01.png,ok,sixth successive week - this,182
a06-119-02.png,ok,"time by more than 15,000,000 # last",182
a06-119-03.png,ok,week. And that brought the figure,182
a06-119-04.png,ok,"to a record 2,415,000,000. This was",182
a06-119-05.png,ok,"100,000,000 more than the corresponding",182
a06-119-06.png,ok,"week last year and 37,000,000 up on",182
a06-119-07.png,ok,the 1960 record set last Christmas.,182
a06-119-08.png,ok,Now look at the other side of all,182
a06-119-09.png,err,these coins.,182
a06-124-00.png,ok,"The big ""squeeze"" means that it is going to be more",179
a06-124-01.png,ok,difficult to arrange a loan or overdraft. And banks will be,177
a06-124-02.png,ok,stricter in recalling existing overdrafts. This is underlined in,177
a06-124-03.png,ok,the Central Bank's weekly return... ...which shows that more,178
a06-124-04.png,ok,"than 163,000,000 of the banks' money is now frozen in the",180
a06-124-05.png,ok,form of special deposits with the Bank of England.,179
a06-128-00.png,ok,Banks have paid in a first,191
a06-128-01.png,err,"instalment of almost 8,000,000",191
a06-128-02.png,ok,in response to the Budgette appeal.,191
a06-128-03.png,ok,"About another 70,000,000 is due",191
a06-128-04.png,ok,by September 20. For nearly a year,186
a06-128-05.png,ok,"about 150,000,000 has been frozen.",186
a06-128-06.png,ok,MR. KRUSCHEV raises the bogy of,186
a06-128-07.png,ok,German militarism in his replies to,186
a06-128-08.png,err,the West on Berlin. And he repeats,182
a06-128-09.png,ok,"that the problem ""must be solved",182
a06-128-10.png,ok,"this year.""",186
a06-134-00.png,ok,The Notes to the Big Three and a memorandum to,178
a06-134-01.png,ok,West Germany were published in Moscow yesterday. They,177
a06-134-02.png,ok,tell: The U.S. - It is false to say the absence of a peace,178
a06-134-03.png,ok,"treaty with Germany causes no real danger. West Germany,",177
a06-134-04.png,err,"with its militarists and revenge-seekers, is becoming a",176
a06-134-05.png,ok,"hotbed of war danger in Europe. Even now, aided by",177
a06-134-06.png,err,"the U.S., Britain and France, it has more than enough",178
a06-134-07.png,ok,forces and arms to touch off a world war.,177
a06-141-00.png,ok,BRITAIN - One cannot but wonder at British bases being,178
a06-141-01.png,ok,put at the disposal of those very militarists who razed,178
a06-141-02.png,ok,Coventry and barbarously bombed London and other British,180
a06-141-03.png,ok,cities. FRANCE - One can hardly conceive the French are,177
a06-141-04.png,ok,"not alarmed.... Next door, in West Germany, before everyone's",177
a06-141-05.png,ok,eyes there has sprung up a regular army led by former Nazi,178
a06-141-06.png,ok,generals and officers.,179
a06-147-00.png,err,With fire and sword France denies Algeria the right to self-,180
a06-147-01.png,ok,determination and tramples on Tunisians' right to independence.,179
a06-147-02.png,ok,WEST GERMANY - Russia would like to see a clear #,179
