Image,Transcription,Length
071_102_002_04_01.png,1 . Her Name may be registered in the Book of Adultery .,56
071_102_002_04_02.png,2 . She may be banished the presence of the married,51
071_102_002_04_03.png,persons either or both of them for a certain time .,51
071_102_002_04_04.png,3 . She may be made to pay something by way of a=,49
071_102_002_04_05.png,: mends to the Wife of the Adulterer . Qu .,43
071_102_002_05_02.png,If without Excuse an unmarried man commit Adul=,47
071_102_002_05_03.png,: tery with a married Woman his punishment shall be as,54
071_102_002_05_05.png,1 . If he be so rich that a sum which would be enough,53
071_102_002_05_06.png,to give the party injured in the way of compensation would,58
071_102_002_05_07.png,not be enough to take from the Offender for the purpose,55
071_102_002_05_08.png,"of Punishment , he may be fined .",33
071_102_002_05_09.png,2 . Upon petition of the Husband he shall be banished,53
071_102_002_05_10.png,from the presence of the Husband and of the Wife or ei=,55
071_102_002_05_11.png,": ther , for a time or forever :  so also may he from the presence",66
071_102_002_05_12.png,of any relation or relations of the Wife ' s .,46
071_102_002_05_13.png,"3 . If there be no disproportion of rank ,  ( a )  and the adulte=",66
071_102_002_06_02.png,[  ( a )  Rank ]  What shall be deemed a disproportion in point of rank,71
071_102_002_06_03.png,is a matter which it is evident will be liable to receive a,59
071_102_003_04_01.png,adulteress were otherwise of good fame for chastity and,55
071_102_003_04_02.png,the husband chooses to put away the adulteress the Of=,54
071_102_003_04_03.png,: fender may be obliged to marry her . Qu .,43
071_102_003_05_01.png,4 . He may be made to wear the Adulterer ' s Coat for,53
071_102_003_05_02.png,a certain time in a manner more or less public .,48
071_102_003_05_03.png,Extenuation Excuse I . Adulteress a Prostitute .,48
071_102_003_05_04.png,1 . If before the Offence the Woman prostituted herself for,59
071_102_003_05_06.png,lucre . In such Case he shall only be admonished ;,50
071_102_003_05_07.png,and he shall pay nothing on the score of compensation .,55
071_102_003_05_08.png,and Costs shall be adjusted between him and the Hus=,52
071_102_003_05_09.png,: band according to the circumstances of the Parties .,54
071_102_003_05_10.png,2 . If he had probable reason for believing her to be of,56
071_102_003_05_11.png,evil fame for chastity . In such case he shall only,51
071_102_003_05_12.png,be made to pay more or less on the score of compen=,51
071_102_003_05_14.png,3 . If he had probable reason for believing her to be,53
071_102_003_05_15.png,unmarried . In such case he shall only be made to,49
071_102_003_06_02.png,<gap/>  <gap/>  <gap/>  <gap/>  <gap/>,38
071_102_003_06_03.png,different determination according to the Laws & Customs of different States .,77
071_103_002_04_01.png,Extenuation Excuse IV .,23
071_103_002_04_02.png,4 . If having been detected in Adultery or using sollicitations or,66
071_103_002_04_03.png,practising amorous familiarities with a servant or other woman,62
071_103_002_04_04.png,whom he has it in his power to remove and being admonished,58
071_103_002_04_05.png,"on the part of his Wife , he put not away such other woman",58
071_103_002_04_06.png,within a week after receiving the admonition  ; cases of necessity,66
071_103_002_04_08.png,Extenuation Excuse V .,22
071_103_002_04_09.png,5 . If by solemn agreement or judicial sentence she be already,62
071_103_002_04_10.png,separated from her husband in bed and board .,45
071_103_002_04_11.png,Where any of the above Excuses takes place the Adulteress,57
071_103_002_04_12.png,shall only be privately admonished .,36
071_103_002_04_13.png,"Other Excuses are  , 6 . Want of Intention . 7 . Ignorance",58
071_103_002_04_14.png,of the Law . 8 . Innocence of Intention . 9 . Intoxication . 10 . Com=,70
071_103_002_04_15.png,: pulsion . 11 . Deference to Authority .,41
071_105_003_04_01.png,her be twice as great as he would be compelled to make were,59
071_105_003_04_03.png,"5 . The Woman shall be presumed to be a Virgin , unless he",58
071_105_003_04_04.png,can make it appear that she was a Widow or had been de=,55
071_105_003_04_05.png,: flowered or was of evil fame for Chastity .,45
071_105_003_04_06.png,"6 . When any Man is convicted of Polygamy , before any defi=",60
071_105_003_04_07.png,: nitive provision is made for the Woman on whose behalf he,59
071_105_003_04_08.png,"is prossecuted , public notice shall be given for any other woman",65
071_105_003_04_09.png,whom he may have injured in like manner to come in and,54
071_105_003_04_10.png,prove their Marriages :  and all such as appear to have been,60
071_105_003_04_11.png,"so injured by him shall have an equal claim , in proportion",59
071_105_003_04_12.png,"to their circumstances , to such provision as he can make",57
071_105_003_04_13.png,for them :  but in the mean time a temporary provision,54
071_105_003_04_14.png,shall be made for the woman in question . And if there ap=,58
071_105_003_04_15.png,: pear probable reason to believe that farther time is necessa=,63
071_105_003_04_16.png,: ry in order to discover more such women or for any such,57
071_105_003_04_17.png,"woman who has put in her claim to collect her proofs , such no=",63
071_105_003_04_18.png,: tice may be from time to time enlarged .,42
071_105_003_04_19.png,When the time mentioned in the Notice is expired a,50
071_106_001_04_01.png,heavier degree as for Adultery .,32
071_106_001_04_02.png,If a married Woman commit Polygamy with a single,48
071_106_001_04_03.png,"man , he not knowing her to be married , she shall be punished",62
071_106_001_04_04.png,in a heavier degree as for Adultery .,37
071_106_001_04_05.png,If a married Man and a married Woman commit,43
071_106_001_04_06.png,Polygamy together they shall be punished in a heavier degree,60
071_106_001_04_07.png,as for double Adultery .,24
071_106_001_04_09.png,Polygamy on the part of the Man is an aggravated,48
071_106_001_04_10.png,species of fraud . This Fraud may have two Objects ; the person of,66
071_106_001_04_11.png,"the deluded Woman , or her fortune . It is a compound as it were",64
071_106_001_04_13.png,"of two other crimes , Seduction and  <gap/>  The mischief of it",63
071_106_001_04_15.png,however does not perfectly and necessarily upon a par with,58
071_106_001_04_16.png,that of either of those crimes .,32
071_106_001_04_17.png,First with regard to Seduction . The disgrace brought upon,58
071_106_001_04_18.png,the Woman by Polygamy is not so great as that which is brought,62
071_106_001_04_19.png,upon her by Seduction . Her chastity remains unstained . She,60
071_106_001_04_20.png,has been unfortunate but not culpable . She has parted indeed,61
071_106_001_04_21.png,with that treasure which can never be regained ; but it was,59
071_106_002_04_01.png,under the auspices of the Laws . She is to be regarded therefore,64
071_106_002_04_02.png,on the footing of a Widow . In point of reason she ought not to,63
071_106_002_04_03.png,be regarded in a light in the least degree less favourable .,60
071_106_002_04_04.png,But popular prejudice is seldom perfectly equitable to,54
071_106_002_04_06.png,Next with regard to Sharping . It is not always that,52
071_106_002_04_07.png,a Woman thus imposed upon suffers in her fortune . Perhaps,58
071_106_002_04_08.png,she had none :  the only bait that tempted the Offender was her,63
071_106_002_04_09.png,"person . It is only in case of her having had a fortune , and",61
071_106_002_04_10.png,"that fortune ' s having been dissipated by the Offender , that she",66
071_106_002_04_11.png,"is a sufferer in this way . In the account of dissipation , so",62
071_106_002_04_12.png,much as it is supposed she would have expended had she,54
071_106_002_04_13.png,"remained single , must be deducted .",36
071_106_002_04_14.png,Quest . 1 . Why criminal consciousness on the part of the second,64
071_106_002_04_15.png,Wife is made an Excuse in favour of the Man .,45
071_106_002_04_17.png,"The great mischief lies in the deceit put upon the Woman ,",58
071_106_002_04_18.png,and the disappointment which is apt to be the consequence . But,63
071_106_002_04_19.png,in this case there is no deceit nor disappointment . It is a joint,66
071_107_001_03_01.png,Of Matrimonial Disturbance .,28
071_107_001_04_01.png,Matrimonial disturbance or disturbance of conjugal,50
071_107_001_04_03.png,rights is where a person without lawful cause is concerned in,61
071_107_001_04_04.png,( C )   ( D )   ( E ),21
071_107_001_04_05.png,hindring a husband from enjoying the privileges of his condit :,63
071_107_001_04_08.png,[  ( A )  Lawful Cause ]  See Justifications infra,50
071_107_001_04_09.png,[  ( B )  Concerned ]  See Tit .  [ Co-Offenders ],50
071_107_001_04_10.png,[  ( C )  Hindering ]  1 . It matters not by what means :  whether by,69
071_107_001_04_11.png,carrying away or detaining or harbouring the wife with or against,65
071_107_001_04_12.png,"her own consent , so it be against the will of her husband :  or whether",72
071_107_001_04_13.png,it be by doing her any personal injury . See the several sorts of,65
071_107_001_04_15.png,2 . If it be by doing any injury to the Wife the Offender will,62
071_107_001_04_16.png,of course be punished according to the nature of the injury :  the Of :,71
071_107_001_04_17.png,: fence is considered here only upon the footing of an injury to the,68
071_107_001_04_19.png,[  ( D )  A Husband ]  The same Offence with relation to a Wife is,66
071_107_001_04_20.png,"not punished at the suit of the Wife , on account of the subor :",64
071_107_001_04_21.png,: dination of her condition and the modesty of her Sex .,56
071_107_001_04_22.png,[  ( E )  Privileges ]  To wit Conversation and carnal Knowledge .,66
071_107_002_03_01.png,Of Matrimonial Disturbance .,28
071_107_002_04_02.png,For disturbing a man in the exercise of conjugal rights,55
071_107_002_04_03.png,the Offender ' s punishment may be as follows,45
071_107_002_04_04.png,1 . He may be banished the presence of the husband or that,58
071_107_002_04_05.png,of the Wife or both for a time or forever .,43
071_107_002_04_06.png,2 . He may be prohibited from holding correspondence with,57
071_107_002_04_07.png,the Wife for a time or forever .,32
071_107_002_04_09.png,1 . Medical practice . 2 . Precaution against greater mischief . 3 .,68
071_107_002_04_10.png,Defence . 4 . Military power and subservience thereunto . 5 . Ju=,65
071_107_002_04_11.png,: dicial power and subservience thereunto . 6 . Sovereign power,63
071_107_002_04_12.png,and subservience thereunto .,28
071_107_002_04_13.png,Lawful causes for being concerned in harbouring a,49
071_107_002_04_14.png,Woman with her consent but against the will of her husband,58
071_107_002_04_16.png,1 . Where the Wife having reasonable ground to apprehend,56
071_107_002_04_17.png,"cruelty on the part of her husband , absents herself from him",61
071_107_002_04_18.png,in the intention of seeking her remedy at Law . As to what is,61
071_107_002_04_19.png,"to be deemed cruelty , See the Laws concerning Man and Wife .",61
071_108_001_03_01.png,Of Matrimonial Desertion .,26
071_108_001_04_01.png,It is a hard and not an uncommon case where in,46
071_108_001_04_02.png,a married couple either party betakes himself or herself out of,63
071_108_001_04_03.png,the reach or knowledge of the other . Such a breach of the marriage,67
071_108_001_04_04.png,contract may be termed Matrimonial Dessertion .,47
071_108_001_04_05.png,This case is the more distressing in as much as the par=,56
071_108_001_04_06.png,=ty deserted may remain deprived of the comforts of matrimony,61
071_108_001_04_07.png,"not only during the life of the deserter , but forever after . As",65
071_108_001_04_08.png,the desserter lived concealed so also may he die .,50
071_108_001_04_09.png,Among the lower classes of people this mischief hap=,52
071_108_001_04_10.png,: pens more frequently than people of the higher classes are a=,63
071_108_001_04_12.png,In the case of matrimonial desertion at the end of a,52
071_108_001_04_13.png,"certain time after proper notice , the party deserted ought to be",65
071_108_001_04_14.png,"free to engage in a new marriage ; the deserter remaining bound ,",65
071_108_001_04_15.png,unless the party deserted should have made another choice .,59
071_108_001_04_16.png,A provision ought also to be made with regard to the ef=,56
071_108_001_04_17.png,: fects of the deserter if he or she have any separate . Such effects,69
071_108_001_04_18.png,the party deserted ought to have the power of taking into his,61
071_108_001_04_19.png,or her management during the continuance of the marriage .,58
071_108_002_03_01.png,Of Matrimonial Desertion.,25
071_108_002_04_01.png,It will be necessary to define what shall be deemed,51
071_108_002_04_02.png,"Desertion, distinguishing it from the case of lawful Absence;",61
071_108_002_04_03.png,and what steps shall be taken for giving notice.,48
071_108_002_04_04.png,Let certain methods be established whereby the Husband,54
071_108_002_04_05.png,and the Wife may be enabled and obliged to correspond with,58
071_108_002_04_06.png,one another at stated intervals: and let a failure on either part,65
071_108_002_04_07.png,for a certain time be deemed presumptive evidence of death or,61
071_108_002_04_09.png,desertion. Within the dominions of the state they  might be manag=,66
071_108_002_04_10.png,=ed in the manner mentioned in the Book of Procedure. Tit.,58
071_108_002_04_11.png,"As to foreigners, upon their coming into the country",52
071_108_002_04_12.png,let them be obliged to declare upon oath whether they are married,65
071_108_002_04_13.png,"or single; and if single whether Bachelors or Spinsters, Widowers",65
071_108_002_04_14.png,"or Widows. Of these declarations let Registers be kept, of which,",65
071_108_002_04_15.png,"previous to their being married, copies should be required to be",64
071_108_002_04_16.png,"produced. If married, certificates of the death of the Wife or",62
071_108_002_04_17.png,Husband. At present these important enquiries are left to the,61
071_108_002_04_18.png,uncertain prudence of individuals. The declarations above men=,62
071_108_002_04_19.png,:tioned should be accompanied with some details respecting their,64
071_108_002_04_20.png,"birth, parentage and last abode; such as may lead to detection",62
071_109_001_03_01.png,Of Disturbance of Guardianship .,32
071_109_001_04_01.png,Disturbance of Guardianship is where a person without,53
071_109_001_04_02.png,( A )   ( B )   ( C )   ( D,27
071_109_001_04_03.png,lawful cause is concerned in hindering the Guardian or the Ward,63
071_109_001_04_05.png,of such or such a person from enjoying the advantages of their,62
071_109_001_04_06.png,respective conditions .,23
071_109_001_04_08.png,[  ( A )  Lawful cause ]  See Justifications infra .,52
071_109_001_04_09.png,[  ( B )  Concerned ]  See Tit .  [ Co-Offenders ],50
071_109_001_04_10.png,[  ( C )  Hindering ]  It matters not by what means . See Tit .  [ Matri=,73
071_109_001_04_11.png,: monial Disturbance ]  sub eadem voce,38
071_109_001_04_12.png,[  ( D )  Guardian ]  1 . The Father so long as he lives is ordinarily,70
071_109_001_04_13.png,the Guardian of his Children during their minority . But he may,63
071_109_001_04_14.png,cease to be so in certain cases specified by the Law . See Law of,65
071_109_001_04_15.png,"Parents and Children , Law of Guardians and Wards , &c . &c .",61
071_109_001_04_16.png,"2 . Who is to be guardian when the Father is dead , or has part-",64
071_109_001_04_17.png,": ed with the Guardianship , See in the Law of Guardians and Wards .",68
071_109_001_04_18.png,"[  ( E )  Advantages ]  To wit on the part of the Ward , the Advantage",70
071_109_001_04_19.png,of being under the care of a person whom the Law has judged to be,65
071_109_001_04_20.png,"the fittest to take care of him :  on the part of the Guardian , the satis=",75
071_111_001_03_01.png,Of Family Imposture .,21
071_111_001_04_01.png,Family Imposture is where a person in the intent of,51
071_111_001_04_02.png,enjoying or causing another to enjoy the benefit of being reputed to stand,74
071_111_001_04_04.png,in a certain degree of family relationship to such another person or per=,73
071_111_001_04_05.png,: sons falsely pretends himself or another to stand in that degree of re=,73
071_111_001_04_06.png,"=lationship to the prejudice of some other person , and knowing such",68
071_111_001_04_07.png,pretension to be false .,24
071_111_001_04_09.png,[  ( A )  Relationship ] 1 . It matters not of what nature or degree the,72
071_111_001_04_10.png,relationship is :  whether natural by passing for the Son or Daughter,69
071_111_001_04_11.png,Father or Mother or any other Blood-Relation of the person in ques=,67
071_111_001_04_12.png,: tion :  or matrimonial ; to wit by passing for the Husband or Wife,68
071_111_001_04_13.png,"of the person in question ; or by marriage , for instance , by passing",70
071_111_001_04_14.png,"for the son or daughter , or father or mother or other blood-relation",69
071_111_001_04_15.png,of the Husband or Wife of the person in question .,50
071_111_001_04_16.png,2 . Accordingly when a woman produces brings up or recognizes,61
071_111_001_04_17.png,"any person for her Child , knowing that person not to be her Child ,",68
071_111_001_04_18.png,it is a species of Family Imposture .,37
071_111_001_04_19.png,3 . So where any other Person does the same thing whether the pre=,66
071_111_002_03_01.png,Of Family Imposture .,21
071_111_002_04_01.png,pretended mother was or was not privy to the Imposture .,56
071_111_002_04_02.png,4 . But if any one bring up a child begotten of a married Woman,63
071_111_002_04_03.png,"during the continuance of the marriage by and Adulterer , as if it",66
071_111_002_04_04.png,"were the child of the Husband , this is not Family Imposture .",62
071_111_002_04_06.png,For Family Imposture the Punishment of an Impostor,50
071_111_002_04_07.png,himself shall be as follows .,29
071_111_002_04_08.png,1 . He shall be punished ignominiously and afflictively with the,64
071_111_002_04_09.png,Impostor ' s Mask . See  [ Punishments ],40
071_111_002_04_10.png,2 . He shall be imprisoned or confined to hard Labour for Life .,64
071_111_002_04_12.png,The Punishment of a Suborner shall be as follows :,50
071_111_002_04_13.png,1 . He shall be ignominiously connected with an Impostor or the Effig-,70
071_111_002_04_15.png,2 . He shall be imprisoned or confined to hard Labour for Life .,64
071_111_002_04_17.png,"[  ( A )  Suborner ]  There may be a suborner of imposture , where there is no",78
071_111_002_04_18.png,impostor :  the party falsely pretended to possess the character in question,76
071_111_002_04_19.png,not knowing but he is intitled to it ; for instance in the case of a suppo=,75
071_111_002_04_20.png,: ssitious Child . Excuses,26
071_112_001_04_01.png,"Instances have sometimes happened where , from",46
071_112_001_04_02.png,"the influence of some caprice or other , children have been chang=",66
071_112_001_04_03.png,=ed at Nurse . The Nurse has thought herself unable to provide,62
071_112_001_04_04.png,for her own child :  or from motives of vanity has wished to see,64
071_112_001_04_05.png,it brought up in a condition superior to her own .,50
071_112_001_04_06.png,Quest . 1 . Why Family Imposture is punished with,49
071_112_001_04_07.png,perpetual Punishment ?,22
071_112_001_04_09.png,1 . Because as the profit as well as mischief of the Offence,60
071_112_001_04_10.png,"may be indefinite , so ought the punishment in order to be",58
071_112_001_04_11.png,upon a par with it . See Tit .  [ Proportion ]  Rule 1 . There is no,68
071_112_001_04_12.png,calculating the confusion and distress that may be brought,58
071_112_001_04_13.png,upon a family when an impostor has introduced himself in=,57
071_112_001_04_14.png,": to it , and afterwards comes to be discovered . The dissipation",65
071_112_001_04_15.png,of the whole fortune of the person whom he supplants or,55
071_112_001_04_16.png,counterfeits is one only amongst a multitude of evils . The,59
071_112_001_04_17.png,Tearing alliances asunder and foreign family affections into,60
071_112_001_05_02.png,that she liked the counterfeit husband better than the real . This happened in,78
071_112_001_05_03.png,France . The Story is in the Causes Celebres .,46
071_112_003_03_01.png,Of Family Imposture .,21
071_112_003_04_01.png,"husband . This probability will be weakened only , not destroy=",63
071_112_003_04_02.png,": ed , by the intervention of an Adulterer . It may indeed be perfect=",70
071_112_003_04_03.png,: ly destroyed by facts which prove the impossibility of a con=,63
071_112_003_04_04.png,: jugal intercourse with the husband ; such an absence or in=,61
071_112_003_04_05.png,: disposition . But such facts are commonly notorious at the time ;,67
071_112_003_04_06.png,in particular they must necessarily be known at the time to the,63
071_112_003_04_07.png,"party most interested in the case , viz :  the Husband :  so that if",68
071_112_003_04_08.png,"they are not brought to light at the very time , they are never",63
071_112_003_04_09.png,brought to light at all . But the fact of a suppositio partus,61
071_112_003_04_10.png,may be brought to light at any distance of time by the treach=,62
071_112_003_04_11.png,: ery or repentance of persons privy to the imposture . The,59
071_112_003_04_12.png,former case is therefore is attended with much less mis-,56
071_112_003_04_13.png,-chief than the latter .,24
071_117_002_02_03.png,Of Injuries to the Liberty of Loco-Motion,41
071_117_002_04_01.png,Of Unlawful Confinement .,25
071_117_002_05_01.png,2 .  _  Of taking pleasurable exercises that require an un=,59
071_117_002_05_02.png,: confined space ; such as riding on horseback or in a car=,59
071_117_002_05_04.png,": riage ; hunting , shooting , playing at games of Exercise .",61
071_117_002_05_05.png,3 .  _  Of exercising any function of Magistracy of which,57
071_117_002_05_06.png,"the exercise is limited to a certain place , or any public",58
071_117_002_05_08.png,4 . _  Of partaking of public diversions attached to a par=,59
071_117_002_05_09.png,": ticular place , such as Races , Plays , Concerts , Balls , &c .",65
071_117_002_05_10.png,5 .  _  Of putting one ' s self in the way of chance opportunities,66
071_117_002_05_11.png,of taking pleasure .,20
071_117_002_05_12.png,6 .  _  Of taking journies which may occasionally become,56
071_117_002_05_13.png,requisite for the purpose of preserving Health ; for in=,56
071_117_002_05_14.png,: stance for the benefit of sea-bathing or drinking wa=,55
071_117_002_05_15.png,: ters :  of an air more pure than common ; or of particular,60
071_117_002_05_18.png,7 . On abridgement of the Liberty of carrying on busi=,54
071_117_002_05_19.png,: ness for a livelyhood .,25
071_117_002_05_20.png,8 .  _  Of putting one ' s self in the way of accidental opportu-=,66
071_120_001_02_02.png,Of Injuries affecting loco-motion,33
071_120_001_03_01.png,Of Kidnapping Confinement .,27
071_120_001_05_02.png,Kidnapping is where without lawful cause,40
071_120_001_05_04.png,a man is concerned in conveying a person against his will,57
071_120_001_05_05.png,to a place beyond sea or out of the dominions of the state ;,60
071_120_001_05_06.png,"knowing himself to have no right so to do , and intend=",55
071_120_001_05_07.png,: ing not to be amenable to Law .,33
071_120_001_05_09.png,[  ( A )  Lawful cause ]  See Tit :   [ Justifications ],56
071_120_001_05_10.png,[  ( B )  Concerned ]  See Tit :   [ Of Associates in Delinquency ],67
071_120_001_05_11.png,[  ( C )  Amenable ]  See Tit :   [ Theft ]  sub voce  [ Amenable ],67
071_120_001_05_13.png,For kidnapping the Offender ' s punishment shall,48
071_120_001_05_15.png,1 . He may be punished as for Simple personal Injuries,54
071_120_001_05_16.png,"2 . He may be banished from , or confined to , the whole or",59
071_120_001_05_17.png,any part of his native or any other country for any time,56
071_120_001_05_18.png,not more than that during which the party injured conti=,56
071_120_001_05_19.png,: nued to suffer in his Liberty by means of the offence .,57
071_120_002_02_02.png,Of Injuries affecting loco-motion,33
071_120_002_03_01.png,Of Kidnapping Confinement,25
071_120_002_04_01.png,3 . Instead of such banishment or confinement he may be,55
071_120_002_04_03.png,4 . Instead of imprisonment he may be confined to hard,54
071_120_002_04_06.png,5 . For any hardships suffered by the child he may suffer in the way,68
071_120_002_04_07.png,of Retaliation .  ( A ),23
071_120_002_04_09.png,[  ( A )  Retaliation ]  See Unlawful Confinement sub voce  [ Retaliation . ],77
071_120_002_04_11.png,1 . Where the party injured dies without having regained his,60
071_120_002_04_13.png,"In such case , the offender may be either banished quasi-imp=",61
071_120_002_04_14.png,": risoned , imprisoned or confined to hard labour for",53
071_120_002_04_15.png,any length of time or even for Life .,37
071_120_002_05_02.png,[  ( B )  Liberty ]  A person who has been kidnapped is not to,62
071_120_002_05_03.png,"be understood to have regained his Liberty , till he has",56
071_120_002_05_04.png,been conveyed back to the place from whence he was co :,55
071_120_002_05_05.png,": nveyed against his will , if that be the place at which",57
071_120_002_05_06.png,"he wishes to be :  if not , to any other place at which",55
071_120_002_05_07.png,he wishes to be ; so it be a place to which he could have,57
071_128_001_03_01.png,Of Semi-public Offences in General .,36
071_128_001_04_01.png,We come now to the second class of offences :  consisting,57
071_128_001_04_02.png,of such as are of a semi public nature :  and in the first place,64
071_128_001_04_03.png,to offences through calamity .,30
071_128_001_05_01.png,"Semi-public Offences , or Offences against a class of persons may",65
071_128_001_05_02.png,be distinguished in the first place into offences against a local class of,74
071_128_001_05_03.png,"persons , or , in other words , into offences against a Neighborhood , and",74
071_128_001_05_04.png,"Offences against an ideal class of persons , or in other words offences a=",74
071_128_001_05_05.png,=gainst a class of persons at large . By the former I mean all such,67
071_128_001_05_06.png,offences which a multitude of persons are exposed to suffer on account,70
071_128_001_05_07.png,of the proximity of the divisions of space which they happen res=,65
071_128_001_05_08.png,: pectively to occupy for the time being :  that proximity being a,66
071_128_001_05_09.png,circumstance which denominates them neighbours to each other,60
071_128_001_05_10.png,"and the whole tract of ground they occupy , the Neighbourhood . By",66
071_128_001_05_11.png,the latter I mean all offences which any such multitude of persons,66
071_128_001_05_12.png,"are exposed to suffer by , as happen to be connected and brought",64
071_128_001_05_13.png,into the same predicament by any other circumstance .,53
071_128_001_05_14.png,Offences against a Neighbourhood may be distinguished in the,60
071_128_001_05_15.png,first place into such as are first rate crimes and such as are only offenc=,75
071_128_001_05_16.png,=es of an inferior rank . Under the former division I comprehend,64
071_128_001_05_17.png,the two Offences for which language has found names to wit Incen=,65
071_128_001_05_18.png,"=diarism and Inundation . These will be treated of in form , each",65
071_128_001_05_19.png,under a title by itself . They are in fact but so many particular,65
071_128_001_05_21.png,"species of criminal destruction  :  an Offence , of which as well the pro=",74
071_128_001_05_22.png,: perty of assignable individuals as that of a Neighbourhood may,64
071_128_003_03_01.png,Of Semi-public Offences in General .,36
071_128_003_04_01.png,"to the fund , by which the common property of the Neighbourhood",63
071_128_003_04_02.png,"is upheld :  the district by which the road , the bridge , the aqueduct , the",77
071_128_003_04_03.png,"church ,  ( or whatever it be )  is kept in repair :  so much as regards the",76
071_128_003_04_04.png,consequential damage will commonly fall principally to the share,64
071_128_003_04_05.png,of Individuals :  of such Individuals to wit who happens to have,64
071_128_003_04_06.png,sustained a special damage by reason of the mischief done to that,65
071_128_003_04_07.png,article of common property which is in question . The distinction,65
071_128_003_04_08.png,between ordinary articles and such as are irreplaceable is of more,66
071_128_003_04_09.png,particular use here than with regard to such articles as are the pro=,69
071_128_003_04_10.png,: perty of an individual . The impractibility of replacing the arti=,68
071_128_003_04_11.png,: cle is more apt indeed in this case to regard the time than the,65
071_128_003_04_12.png,"thing itself . A bridge , a road , a ferry-boat , an aqueduct can",65
071_128_003_04_13.png,always be replaced or repaired at the long run ; though it may,62
071_128_003_04_14.png,require a considerable length of time to accomplish that effect :,65
071_128_003_04_15.png,during which interval a great deal of consequential damage may,62
071_128_003_04_16.png,have been incurred . In some cases however the thing may chance,63
071_128_003_04_17.png,to be absolutely irreplaceable :  particularly when it happens to be,68
071_128_003_04_18.png,some rare and ornamental work of Art . Who for instance could,61
071_128_003_04_19.png,make sure of finding a second Falconet to replace the statue of,63
071_128_003_04_20.png,Peter the Great at Petersburgh ?  Or a second Pigal to replace,62
071_128_003_04_21.png,that of Louis the 15th at Paris ?,33
071_129_002_03_01.png,Of Semi-public Offences in General .,36
071_129_002_04_01.png,"Of the calamities which a Neighbourhood may be exposed to , the",63
071_129_002_04_02.png,principal ones seem to be such as are derived from the sources follow=,70
071_129_002_04_04.png,1 . Pestilence or Contagion .,29
071_129_002_04_05.png,2 . Famine and other kinds of Scarcity .,40
071_129_002_04_06.png,"3 . Mischief by Infants , Idiots and Maniacs .",46
071_129_002_04_07.png,4 . Ravages of noxious Animals .,32
071_129_002_04_08.png,"5 . Collapsion , i.e . the fall of Buildings or other large masses of",69
071_129_002_04_09.png,matter artificial or natural .,30
071_129_002_04_10.png,6 . Inundation or Submersion .,30
071_129_002_04_15.png,In classing these calamities the division of crimes will not be of,66
071_129_002_04_16.png,any great use . It is obvious that they can none of them have any ef=,69
071_129_002_04_17.png,"=fect on the reputation of any individual :  nor yet upon his condition ,",73
071_129_002_04_19.png,any otherwise than by the physical mischief they may bring on u=,64
071_129_002_04_20.png,=pon the person or property of that party by his relation to whom,65
071_129_002_04_21.png,in question may betherefore,27
071_129_002_04_22.png,the condition is constituted . It is only on person or property that cala=,74
071_129_002_05_02.png,the medical sciences . The prophylactic regimen is employed to signify,70
071_129_002_05_03.png,that method of living which is resorted to for the sake of guarding one ' s,75
071_129_002_05_04.png,self against a disease of any kind before it appears .,54
071_130_003_03_01.png,Of Semi-public Offences in General .,36
071_130_003_04_01.png,or at the least the effects of them diminished by human ingenuity,65
071_130_003_04_02.png,and prudence . To take the measures necessary for this purpose,62
071_130_003_04_03.png,requires the political power as well as Scientific contrivance of,65
071_130_003_04_04.png,the Sovereign or those who act under his authority . It requires,64
071_130_003_04_06.png,a system of political regulations to be  made which will of,59
071_130_003_04_07.png,"course be different , according to the different calamities which",65
071_130_003_04_08.png,they are calculated to obviate . Till these regulations are,59
071_130_003_04_09.png,"made , it will in most cases be difficult to say what par=",58
071_130_003_04_10.png,: ticular acts have any particular tendency to promote,54
071_130_003_04_11.png,any given article in the list of those calamities . Such of-,60
071_130_003_04_12.png,-fences will most of them be in that case in which the motive,61
071_130_003_04_13.png,for punishing exists not before the law is made . The law must,62
071_130_003_04_14.png,be made before the acts which it prohibits can be seen clearly,62
071_130_003_04_15.png,to be of pernicious tendency . As in these cases it will be impos=,66
071_130_003_04_16.png,: sible to ascertain the description of the Offence until the regula-,69
071_130_003_04_17.png,": tions be given which it tends to counteract , those regulations",65
071_130_003_04_18.png,must be given before the mischievousness of the Offence can be,62
071_130_003_04_19.png,estimated and the punishment of it determined . But these,57
071_130_003_04_20.png,regulations are altogether dependent upon local considerations .,64
071_130_003_04_21.png,It is evident therefore that no place can be allotted to them,61
071_130_003_04_23.png,It may be of use however to take a cursory view of the ge=,58
071_130_003_04_24.png,: neral tendency of such regulations if it were only to justify the,67
071_131_002_03_01.png,Of Semi-public Offences in General .,36
071_131_002_04_02.png,"It has been combated in various nations , with much  <gap/>  and",64
071_131_002_04_03.png,"commonly with little skill , by severe penalties against the sup=",65
071_131_002_04_04.png,: posed authors of such scarcity . The regulations made with refer=,67
071_131_002_04_05.png,: ence to this head coincide undistinguishably with those made,62
071_131_002_04_06.png,for the benefit of trade in general . Offences against the former,65
071_131_002_04_07.png,set of regulations coincide therefore undistinguishably with,60
071_131_002_04_08.png,"the division of our 4th Class of Offences , Offences against Trade .",68
